COD_PROVINCIA,COD_PROVMUNI,MUNICIPIO,POBLACION_1999,2001_SALDO_TOTAL,2001_SALDO_HOMBRES,2001_SALDO_MUJERES,2001_SALDOEXT_TOTAL,2001_SALDOEXT_HOMBRES,2001_SALDOEXT_MUJERES,2001_SALDOTOTAL_MENORES,2001_SALDOTOTAL_ESTUDIANTES,2001_SALDOTOTAL_TRABAJADORES,2001_SALDOTOTAL_MADUREZ1,2001_SALDOTOTAL_MADUREZ2,2001_SALDOTOTAL_JUBILADOS,2001_SALDOHOMBRES_MENORES,2001_SALDOHOMBRES_ESTUDIANTES,2001_SALDOHOMBRES_TRABAJADORES,2001_SALDOHOMBRES_MADUREZ1,2001_SALDOHOMBRES_MADUREZ2,2001_SALDOHOMBRES_JUBILADOS,2001_SALDOMUJERES_MENORES,2001_SALDOMUJERES_ESTUDIANTES,2001_SALDOMUJERES_TRABAJADORES,2001_SALDOMUJERES_MADUREZ1,2001_SALDOMUJERES_MADUREZ2,2001_SALDOMUJERES_JUBILADOS,2001_SALDOEXT_MENORES,2001_SALDOEXT_ESTUDIANTES,2001_SALDOEXT_TRABAJADORES,2001_SALDOEXT_MADUREZ1,2001_SALDOEXT_MADUREZ2,2001_SALDOEXT_JUBILADOS,2001_SALDOEXT_HOMBRES_MENORES,2001_SALDOEXT_HOMBRES_ESTUDIANTES,2001_SALDOEXT_HOMBRES_TRABAJADORES,2001_SALDOEXT_HOMBRES_MADUREZ1,2001_SALDOEXT_HOMBRES_MADUREZ2,2001_SALDOEXT_HOMBRES_JUBILADOS,2001_SALDOEXT_MUJERES_MENORES,2001_SALDOEXT_MUJERES_ESTUDIANTES,2001_SALDOEXT_MUJERES_TRABAJADORES,2001_SALDOEXT_MUJERES_MADUREZ1,2001_SALDOEXT_MUJERES_MADUREZ2,2001_SALDOEXT_MUJERES_JUBILADOS
23,23090,Torres,1859,16,13,3,19,9,10,5,0,-1,2,7,3,2,0,1,2,6,2,3,0,-2,0,1,1,8,3,4,3,1,0,2,2,3,1,1,0,6,1,1,2,0,0
23,23092,Úbeda,32739,15,23,-8,5,2,3,30,-30,-11,13,5,9,29,-8,-12,8,4,3,1,-22,1,5,1,6,0,1,1,0,2,1,0,1,0,0,1,0,0,0,1,0,1,1
23,23093,Valdepeñas de Jaén,4520,-2,1,-3,2,1,1,-1,4,-8,1,3,-1,0,0,-1,0,2,0,-1,4,-7,1,1,-1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24,24004,Almanza,776,-11,0,-11,10,9,1,-5,-1,-1,0,-2,-2,-2,1,1,2,-2,0,-3,-2,-2,-2,0,-2,0,2,5,3,0,0,0,2,4,3,0,0,0,0,1,0,0,0
24,24005,"Antigua, La",638,-3,-6,3,5,2,3,-3,1,-6,3,4,-2,-4,-1,-4,1,3,-1,1,2,-2,2,1,-1,2,2,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0
24,24008,Astorga,12387,9,9,0,17,9,8,-4,-12,0,-3,14,15,-3,-9,-3,3,13,11,-1,-3,3,-6,1,4,9,1,1,4,1,1,4,1,0,3,1,0,5,0,1,1,0,1
24,24010,"Bañeza, La",10311,75,30,45,80,35,45,23,13,30,7,-2,3,8,1,16,4,-1,1,15,12,14,3,-1,2,18,16,27,16,3,0,10,5,9,9,2,0,8,11,18,7,1,0
24,24014,Bembibre,11050,-106,-54,-52,14,7,7,-21,-33,-23,-24,-4,-1,-6,-19,-7,-15,-7,0,-15,-14,-16,-9,3,-1,3,3,5,1,1,1,3,2,1,1,0,0,0,1,4,0,1,1
24,24015,Benavides,3057,-17,-12,-5,9,4,5,-4,7,-14,-7,0,1,-1,3,-11,-5,0,2,-3,4,-3,-2,0,-1,0,6,1,2,0,0,0,3,0,1,0,0,0,3,1,1,0,0
24,24023,Brazuelo,356,6,9,-3,3,2,1,8,-1,-7,2,3,1,5,0,0,1,3,0,3,-1,-7,1,0,1,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
24,24030,Cacabelos,4849,-9,-4,-5,19,13,6,-2,2,-4,-8,-2,5,1,-2,-3,0,0,0,-3,4,-1,-8,-2,5,4,4,6,4,1,0,2,3,3,4,1,0,2,1,3,0,0,0
24,24031,Calzada del Coto,317,11,5,6,8,3,5,3,1,3,4,0,0,2,0,1,2,0,0,1,1,2,2,0,0,1,2,3,2,0,0,0,1,1,1,0,0,1,1,2,1,0,0
24,24034,Camponaraya,3188,81,53,28,11,6,5,22,12,28,19,2,-3,15,3,20,13,1,0,7,9,8,6,1,-3,4,3,2,0,1,0,2,2,1,0,0,0,2,1,1,0,1,0
24,24038,Carracedelo,3550,14,16,-2,3,1,2,-4,5,-6,14,5,0,0,6,-1,9,3,-1,-4,-1,-5,5,2,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
24,24047,Castrocontrigo,1193,-20,-13,-7,5,3,2,-1,-2,-15,-1,-3,2,0,-1,-12,1,-1,0,-1,-1,-3,-2,-2,2,1,1,0,1,0,2,0,1,0,1,0,1,1,0,0,0,0,1
24,24049,Castropodame,1879,24,7,17,5,2,3,9,0,9,6,5,-5,0,0,1,5,3,-2,9,0,8,1,2,-3,1,3,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0
24,24050,Castrotierra de Valmadrigal,153,1,1,0,4,2,2,2,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0
24,24056,Cistierna,4409,-92,-52,-40,8,5,3,-11,-26,-24,-25,-3,-3,-5,-17,-10,-16,-3,-1,-6,-9,-14,-9,0,-2,1,2,4,1,0,0,1,1,3,0,0,0,0,1,1,1,0,0
24,24057,Congosto,1765,9,1,8,4,2,2,2,1,-2,9,2,-3,0,-2,-6,8,2,-1,2,3,4,1,0,-2,0,0,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0
24,24059,Corullón,1237,4,4,0,2,1,1,-5,-2,6,-2,3,4,-2,-1,5,-2,2,2,-3,-1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
24,24060,Crémenes,1188,-5,0,-5,3,2,1,-1,0,2,-2,2,-6,0,-1,1,-1,3,-2,-1,1,1,-1,-1,-4,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0
24,24070,Fabero,5997,-97,-56,-41,4,1,3,-26,-23,-25,-16,-4,-4,-16,-17,-10,-8,-4,-2,-10,-6,-15,-8,0,-2,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,2,0
24,24073,Fresno de la Vega,715,-9,-8,-1,3,1,2,-1,-1,-3,-3,0,-1,-2,-2,-3,-1,0,0,1,1,0,-2,0,-1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
24,24074,Fuentes de Carbajal,144,2,1,1,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
24,24080,Grajal de Campos,303,-1,-1,0,2,1,1,2,0,-1,-2,3,-3,1,0,1,-2,1,-2,1,0,-2,0,2,-1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24,24082,Hospital de Órbigo,1147,-5,-1,-4,4,3,1,-1,1,-4,-2,0,1,1,2,-3,-1,-1,1,-2,-1,-1,-1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0
24,24083,Igüeña,2041,-43,-16,-27,3,2,1,-7,-11,-13,-14,3,-1,-3,-4,-4,-6,2,-1,-4,-7,-9,-8,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
24,24087,Laguna Dalga,943,-4,2,-6,3,2,1,3,-1,-9,0,1,2,2,0,-1,0,0,1,1,-1,-8,0,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
24,24089,León,139809,-794,-480,-314,802,354,448,-1,-190,-324,-75,-164,-22,-13,-103,-204,-71,-92,7,12,-87,-120,-4,-72,-29,132,215,274,131,26,13,63,92,121,49,14,6,69,123,153,82,12,7
24,24093,Magaz de Cepeda,543,-2,5,-7,3,2,1,-1,-3,-3,4,2,-1,1,-1,0,4,1,0,-2,-2,-3,0,1,-1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
24,24094,Mansilla de las Mulas,1773,13,-6,19,27,12,15,-2,-1,7,-1,3,6,-2,-5,0,-1,1,1,0,4,7,0,2,5,4,8,10,5,0,0,3,2,4,3,0,0,1,6,6,2,0,0
24,24095,Mansilla Mayor,421,-1,0,-1,5,3,2,-1,3,-4,1,0,0,-1,3,-2,-1,1,0,0,0,-2,2,-1,0,3,1,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0
24,24099,Matanza,302,-1,0,-1,3,2,1,1,-1,2,0,-1,-2,-1,-2,3,0,0,0,2,1,-1,0,-1,-2,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
24,24102,Noceda del Bierzo,945,-20,-6,-14,5,3,2,-3,-4,-3,-4,-1,-5,-2,0,0,-2,0,-2,-1,-4,-3,-2,-1,-3,0,2,1,1,1,0,0,2,0,0,1,0,0,0,1,1,0,0
24,24104,"Omañas, Las",454,-6,0,-6,2,1,1,-1,-2,-1,1,-1,-2,1,0,-1,0,0,0,-2,-2,0,1,-1,-2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24,24105,Onzonilla,1421,49,16,33,21,12,9,4,-1,15,2,1,28,2,-1,11,0,-1,5,2,0,4,2,2,23,7,0,8,6,0,0,3,0,5,4,0,0,4,0,3,2,0,0
24,24107,Pajares de los Oteros,382,-12,-5,-7,2,1,1,-4,0,-1,-4,-1,-2,-1,-1,0,-2,0,-1,-3,1,-1,-2,-1,-1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
24,24114,"Pola de Gordón, La",5193,-106,-53,-53,12,5,7,-14,-21,-33,-32,-5,-2,-7,-13,-13,-19,-2,0,-7,-8,-20,-13,-3,-2,7,1,1,1,2,0,3,0,0,0,2,0,4,1,1,1,0,0
24,24115,Ponferrada,61965,574,293,281,392,188,204,130,81,219,107,28,10,57,38,123,52,18,6,73,43,96,55,10,4,71,89,121,71,21,17,37,34,67,33,10,7,34,55,54,38,11,10
24,24119,Priaranza del Bierzo,1002,-17,-10,-7,3,1,2,-1,-2,-5,-7,0,-2,0,-2,-2,-6,0,0,-1,0,-3,-1,0,-2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0
24,24121,Puebla de Lillo,704,-10,-12,2,4,1,3,-2,-4,-6,3,-1,0,-4,-4,-6,2,0,0,2,0,0,1,-1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
24,24122,Puente de Domingo Flórez,1951,5,-6,11,11,4,7,8,3,-7,4,0,-3,5,-3,-9,1,2,-2,3,6,2,3,-2,-1,2,3,2,3,1,0,1,0,1,1,1,0,1,3,1,2,0,0
24,24123,Quintana del Castillo,1156,-17,-9,-8,4,1,3,-2,-3,-5,-3,1,-5,-2,-2,-2,-2,1,-2,0,-1,-3,-1,0,-3,1,0,2,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0
24,24124,Quintana del Marco,551,-3,-3,0,2,1,1,2,-2,-4,3,1,-3,2,-2,-3,2,0,-2,0,0,-1,1,1,-1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
24,24131,Riego de la Vega,1146,-2,4,-6,4,1,3,1,2,-5,-1,2,-1,3,1,0,-1,1,0,-2,1,-5,0,1,-1,0,2,1,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0
24,24134,"Robla, La",5135,-19,-17,-2,15,12,3,-4,-2,-16,8,-4,-1,-4,-2,-16,9,-2,-2,0,0,0,-1,-2,1,1,2,3,8,1,0,1,0,3,7,1,0,0,2,0,1,0,0
24,24139,Sahagún,3223,2,12,-10,31,17,14,1,1,4,0,-1,-3,2,-1,4,5,2,0,-1,2,0,-5,-3,-3,7,7,9,8,0,0,6,2,5,4,0,0,1,5,4,4,0,0
24,24142,San Andrés del Rabanedo,23687,557,266,291,98,45,53,85,74,238,89,20,39,51,22,119,48,3,19,34,52,119,41,17,20,18,23,37,15,5,0,12,4,17,9,3,0,6,19,20,6,2,0
24,24154,Santa Elena de Jamuz,1420,-16,-5,-11,4,1,3,-1,-2,-9,1,-1,-4,-1,0,0,0,-1,-3,0,-2,-9,1,0,-1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1,1,1,0
24,24157,Santa María del Páramo,3163,18,10,8,21,6,15,7,-1,6,0,4,2,4,-2,6,-2,4,0,3,1,0,2,0,2,5,4,8,3,0,1,1,0,4,1,0,0,4,4,4,2,0,1
24,24160,Santas Martas,1051,12,9,3,9,4,5,2,9,3,-1,1,-2,0,7,1,1,1,-1,2,2,2,-2,0,-1,1,3,3,2,0,0,1,1,1,1,0,0,0,2,2,1,0,0
24,24162,Santovenia de la Valdoncina,1643,10,23,-13,5,4,1,-3,1,13,-5,2,0,2,0,13,2,4,1,-5,1,0,-7,-2,-1,1,0,3,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0
24,24206,Toral de los Vados,2358,20,12,8,23,14,9,2,2,9,2,1,4,2,-1,6,3,0,2,0,3,3,-1,1,2,2,4,11,6,0,0,0,3,7,4,0,0,2,1,4,2,0,0
24,24170,Torre del Bierzo,3240,-51,-20,-31,4,2,2,-5,-11,-13,-21,2,-3,0,-5,-7,-10,3,-1,-5,-6,-6,-11,-1,-2,3,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0
24,24185,Val de San Lorenzo,790,-4,-1,-3,2,1,1,-1,1,0,-1,-1,-2,0,1,0,0,-1,-1,-1,0,0,-1,0,-1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24,24175,Valdefresno,1671,59,29,30,6,3,3,9,-1,25,19,9,-2,4,-1,14,11,2,-1,5,0,11,8,7,-1,0,1,3,1,1,0,0,0,2,0,1,0,0,1,1,1,0,0
24,24177,Valdelugueros,465,1,2,-1,3,2,1,5,-1,-1,1,2,-5,3,-2,-1,0,3,-1,2,1,0,1,-1,-4,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
24,24181,Valderas,2223,-23,-10,-13,10,4,6,-1,-7,-3,-6,1,-7,-1,-1,-4,-3,1,-2,0,-6,1,-3,0,-5,2,2,5,1,0,0,1,1,2,0,0,0,1,1,3,1,0,0
24,24182,Valderrey,658,1,-3,4,2,1,1,1,0,-2,-1,0,3,0,-1,-2,-1,0,1,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1
24,24183,Valderrueda,1341,-33,-15,-18,3,1,2,-2,2,-13,-1,-6,-13,-1,2,-5,-1,-2,-8,-1,0,-8,0,-4,-5,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
24,24188,Valencia de Don Juan,3980,65,38,27,15,6,9,13,0,26,11,12,3,8,-2,16,8,6,2,5,2,10,3,6,1,1,1,6,2,4,1,1,0,2,1,1,1,0,1,4,1,3,0
24,24189,Valverde de la Virgen,4297,116,75,41,7,3,4,15,4,69,10,10,6,10,4,45,6,6,3,5,0,24,4,4,3,0,0,5,1,1,0,0,0,2,1,0,0,0,0,3,0,1,0
24,24205,Villadangos del Páramo,1023,-8,-6,-2,2,1,1,-1,4,-4,-6,-2,1,-2,2,-2,-3,-2,1,1,2,-2,-3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
24,24209,Villafranca del Bierzo,3941,-5,1,-6,12,4,8,-1,-5,-7,0,7,0,4,-1,-5,-1,3,1,-5,-4,-2,1,4,-1,2,1,1,0,6,2,0,1,0,0,2,1,2,0,1,0,4,1
24,24211,Villamandos,449,-1,1,-2,3,2,1,1,0,-2,0,1,-1,1,0,0,0,0,0,0,0,-2,0,1,-1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
24,24901,Villamanín,1329,-11,-4,-7,2,1,1,0,-4,-2,-3,-3,1,0,-1,0,0,-3,0,0,-3,-2,-3,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24,24216,Villamontán de la Valduerna,1135,2,2,0,11,4,7,1,1,-1,1,2,-2,-1,2,-1,2,1,-1,2,-1,0,-1,1,-1,2,1,5,2,1,0,0,1,2,1,0,0,2,0,3,1,1,0
24,24222,Villaquilambre,7718,527,248,279,16,5,11,74,79,207,97,61,9,28,33,102,46,35,3,46,46,105,51,26,6,4,4,4,2,2,0,2,1,0,1,1,0,2,3,4,1,1,0
24,24223,Villarejo de Órbigo,3579,-10,1,-11,13,9,4,2,-1,-8,-4,0,1,2,0,-2,2,1,-2,0,-1,-6,-6,-1,3,0,5,5,1,2,0,0,4,3,0,2,0,0,1,2,1,0,0
24,24225,Villasabariego,1237,28,11,17,3,1,2,0,3,9,7,10,-1,-2,4,0,4,5,0,2,-1,9,3,5,-1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0
24,24227,Villaturiel,1807,14,8,6,3,2,1,5,3,0,2,0,4,3,2,1,0,0,2,2,1,-1,2,0,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
25,25003,Agramunt,4933,137,90,47,126,79,47,28,34,46,24,1,5,11,19,38,18,1,1,17,15,8,6,0,4,22,39,40,23,2,0,11,23,29,15,1,0,11,16,11,8,1,0
25,25007,Albatàrrec,1096,17,17,0,13,8,5,3,8,2,2,4,-2,3,7,1,5,1,0,0,1,1,-3,3,-2,5,3,2,2,1,0,3,3,1,1,0,0,2,0,1,1,1,0
25,25011,Alcarràs,4814,-24,-18,-6,11,6,5,-4,1,-4,-10,-6,0,-2,0,-6,-4,-5,-1,-2,1,2,-6,-1,1,2,4,4,0,1,0,1,2,3,0,0,0,1,2,1,0,1,0
25,25012,Alcoletge,1718,30,20,10,7,5,2,1,7,15,2,0,2,-1,4,13,2,-1,1,2,3,2,0,1,1,0,1,3,2,0,0,0,0,2,2,0,0,0,1,1,0,0,0
25,25016,Alguaire,2798,12,5,7,19,11,8,12,-2,0,7,0,-5,6,1,-4,4,1,-3,6,-3,4,3,-1,-2,7,3,4,5,0,0,5,1,2,3,0,0,2,2,2,2,0,0
25,25019,Almacelles,5515,69,48,21,44,29,15,12,10,29,12,-3,6,8,9,17,9,0,5,4,1,12,3,-3,1,11,8,15,8,0,1,5,5,11,7,0,1,6,3,4,1,0,0
25,25023,Alpicat,3813,184,89,95,41,28,13,20,34,46,43,15,26,6,18,24,22,8,11,14,16,22,21,7,15,3,15,11,11,0,1,3,12,8,5,0,0,0,3,3,6,0,1
25,25024,Alt Àneu,399,12,14,-2,10,7,3,2,6,5,-1,3,-2,2,7,5,1,2,-2,0,-1,0,-2,1,0,2,2,4,2,0,0,1,2,2,2,0,0,1,0,2,0,0,0
25,25027,Anglesola,1283,15,14,1,10,5,5,2,5,1,0,2,5,1,3,5,0,1,4,1,2,-4,0,1,1,3,3,2,1,0,1,2,0,2,0,0,1,1,3,0,1,0,0
25,25029,Arbeca,2388,42,24,18,60,40,20,10,6,19,7,-3,3,3,2,12,8,-2,1,7,4,7,-1,-1,2,6,14,27,11,2,0,3,8,20,7,2,0,3,6,7,4,0,0
25,25034,Artesa de Segre,3171,48,27,21,82,53,29,6,7,21,15,-1,1,7,2,8,10,0,1,-1,5,13,5,-1,0,16,20,23,18,5,0,13,11,13,12,4,0,3,9,10,6,1,0
25,25037,"Avellanes i Santa Linya, Les",488,6,7,-1,2,1,1,4,2,2,1,1,-4,4,2,1,1,1,-2,0,0,1,0,0,-2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
25,25040,Balaguer,13172,11,18,-7,5,4,1,15,20,-20,1,-1,-5,20,12,-9,0,0,-5,-5,8,-11,1,-1,0,2,0,2,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0
25,25041,Barbens,742,20,15,5,13,7,6,0,8,11,0,0,1,0,5,8,1,0,1,0,3,3,-1,0,0,1,7,5,0,0,0,0,3,4,0,0,0,1,4,1,0,0,0
25,25049,Bellmunt d'Urgell,230,9,3,6,3,1,2,3,-2,3,2,3,0,0,-1,1,2,1,0,3,-1,2,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
25,25050,Bellpuig,3984,69,57,12,56,37,19,18,17,8,17,7,1,12,14,16,10,4,0,6,3,-8,7,3,1,14,14,20,5,3,0,7,10,15,4,1,0,7,4,5,1,2,0
25,25051,Bellver de Cerdanya,1548,52,23,29,15,8,7,0,4,23,13,7,6,-3,-1,12,8,4,4,3,5,11,5,3,2,0,2,8,3,1,1,0,1,4,2,0,1,0,1,4,1,1,0
25,25052,Bellvís,2165,24,14,10,35,25,10,2,6,14,4,-4,2,2,4,4,7,-3,0,0,2,10,-3,-1,2,5,7,16,5,2,0,3,6,11,3,2,0,2,1,5,2,0,0
25,25053,Benavent de Segrià,868,48,30,18,5,4,1,8,8,16,10,4,1,5,5,10,7,2,1,3,3,6,3,2,0,2,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
25,25057,"Bòrdes, Es",215,11,5,6,3,1,2,3,0,6,4,0,-2,1,0,2,2,0,0,2,0,4,2,0,-2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
25,25058,"Borges Blanques, Les",5181,49,30,19,50,28,22,10,13,16,9,1,2,7,12,13,2,-1,0,3,1,3,7,2,2,6,16,13,12,2,1,3,9,8,7,0,1,3,7,5,5,2,0
25,25068,Castellnou de Seana,713,11,7,4,2,1,1,0,3,2,1,5,0,0,2,1,1,3,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,25070,Castellserà,1119,3,4,-1,9,5,4,-4,1,1,0,1,2,-2,0,1,4,1,-1,-2,1,0,-4,0,3,1,3,1,1,1,0,0,1,1,1,1,0,1,2,0,0,0,0
25,25072,Cervera,7330,348,247,101,339,247,92,43,84,137,56,16,9,19,60,107,48,6,4,24,24,30,8,10,5,35,82,152,57,6,3,17,61,117,45,3,2,18,21,35,12,3,1
25,25077,Coll de Nargó,617,8,1,7,4,2,2,5,-2,2,3,1,-1,1,1,-1,0,0,0,4,-3,3,3,1,-1,0,1,2,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
25,25078,Corbins,1037,17,11,6,3,2,1,5,7,0,7,-2,0,3,3,2,4,-1,0,2,4,-2,3,-1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
25,25081,"Espluga Calba, L'",435,3,5,-2,3,2,1,-2,5,-3,3,0,0,0,3,0,2,0,0,-2,2,-3,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25,25086,Esterri d'Àneu,638,15,6,9,14,3,11,1,0,9,6,-3,-1,0,1,4,1,-2,0,1,-1,5,5,-1,-1,3,5,2,4,0,0,0,2,0,1,0,0,3,3,2,3,0,0
25,25094,Foradada,191,5,6,-1,4,3,1,-1,2,1,0,0,3,-1,2,3,-1,0,3,0,0,-2,1,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
25,25096,"Fuliola, La",1247,0,-5,5,14,7,7,5,-6,0,1,2,-1,1,-4,-1,-1,1,0,4,-2,1,2,1,-1,7,0,4,3,0,0,4,0,2,1,0,0,3,0,2,2,0,0
25,25912,Gimenells i el Pla de la Font,1118,1,3,-2,3,1,2,2,-1,-4,2,1,1,1,1,-1,1,1,0,1,-2,-3,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
25,25099,Golmés,1311,60,40,20,40,30,10,8,25,15,11,4,-3,7,18,8,7,1,-1,1,7,7,4,3,-2,4,22,5,7,2,0,3,15,4,7,1,0,1,7,1,0,1,0
25,25101,"Granadella, La",822,3,-2,5,10,3,7,1,-1,1,1,1,0,0,-2,1,-1,0,0,1,1,0,2,1,0,5,1,2,2,0,0,1,0,1,1,0,0,4,1,1,1,0,0
25,25102,"Granja d'Escarp, La",1121,-7,-2,-5,11,8,3,-2,-3,-1,-1,0,0,0,-2,-2,1,1,0,-2,-1,1,-2,-1,0,2,3,5,1,0,0,2,2,3,1,0,0,0,1,2,0,0,0
25,25110,Guissona,3164,279,204,75,246,176,70,26,59,136,51,-2,8,14,34,113,39,-1,5,12,25,23,12,-1,3,17,62,125,39,3,0,8,39,97,29,3,0,9,23,28,10,0,0
25,25114,Ivorra,156,3,1,2,4,2,2,0,1,3,1,1,-2,0,0,2,1,0,-1,0,1,1,0,1,-1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0
25,25118,Juncosa,612,-2,-1,-1,10,8,2,-2,3,-2,-1,2,-2,-1,3,-2,-1,1,-1,-1,0,0,0,1,-1,1,6,3,0,0,0,1,5,2,0,0,0,0,1,1,0,0,0
25,25119,Juneda,2995,37,22,15,40,23,17,2,20,5,13,-2,0,2,13,1,7,-1,1,0,7,4,6,-1,-1,1,16,14,9,0,0,1,12,6,4,0,0,0,4,8,5,0,0
25,25120,Lleida,112207,1381,778,603,1524,817,707,241,388,568,186,-12,-8,132,193,353,95,-10,0,109,195,215,91,-2,-8,229,416,583,240,38,9,130,202,327,134,16,2,99,214,256,106,22,7
25,25133,Maials,1004,-9,-4,-5,2,1,1,-3,3,-3,-3,2,-5,-1,2,1,-5,0,-1,-2,1,-4,2,2,-4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25,25134,Menàrguens,821,17,8,9,8,5,3,4,6,4,3,0,0,2,4,2,0,-1,1,2,2,2,3,1,-1,1,4,2,1,0,0,1,2,1,1,0,0,0,2,1,0,0,0
25,25135,Miralcamp,1251,11,11,0,7,6,1,-2,0,7,7,0,-1,-1,2,4,5,1,0,-1,-2,3,2,-1,-1,0,2,3,2,0,0,0,2,2,2,0,0,0,0,1,0,0,0
25,25137,Mollerussa,9481,245,151,94,254,150,104,42,59,66,42,23,8,27,29,47,31,11,3,15,30,19,11,12,5,54,59,86,38,12,2,29,37,52,24,4,1,25,22,34,14,8,1
25,25139,Montellà i Martinet,502,29,15,14,5,4,1,4,2,17,4,-1,2,3,0,8,2,1,0,1,2,9,2,-2,2,1,0,4,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0
25,25138,Montgai,794,10,4,6,6,3,3,1,3,4,0,2,0,1,2,2,-2,1,0,0,1,2,2,1,0,2,1,3,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0
25,25149,Oliana,1869,21,12,9,16,9,7,6,1,6,-2,2,8,3,-1,4,1,2,3,3,2,2,-3,0,5,3,2,7,2,2,0,2,0,5,1,1,0,1,2,2,1,1,0
25,25155,Organyà,991,-10,-6,-4,5,1,4,-3,-3,-2,-6,1,3,-3,0,-2,-2,0,1,0,-3,0,-4,1,2,0,1,3,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0
25,25158,"Palau d'Anglesola, El",1655,21,7,14,3,2,1,0,4,11,6,2,0,0,1,3,5,1,-1,0,3,8,1,1,1,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0
25,25164,Penelles,541,3,5,-2,3,2,1,0,-1,2,3,1,-2,0,-1,4,2,1,-1,0,0,-2,1,0,-1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
25,25165,Peramola,386,7,4,3,10,7,3,0,7,-1,0,0,1,0,5,-2,0,0,1,0,2,1,0,0,0,0,7,2,0,0,1,0,5,1,0,0,1,0,2,1,0,0,0
